FIT Profiler Report

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Action                                                                                                                                                               	|  Mean duration (s)	|  Num calls      	|  Total time (s) 	|  Percentage %   	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_validation_epoch_start                                                                              	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_validation_epoch_start                                                                                                                  	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_validation_epoch_start                                                                                                                     	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_epoch_start	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_validation_epoch_start                                                                                                       	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_before_batch_transfer                                                                                                        	|  0.0            	|  6573           	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_after_batch_transfer                                                                                                         	|  0.0            	|  6573           	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_validation_batch_start                                                                              	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_validation_batch_start                                                                                                                     	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_batch_start	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_validation_batch_start                                                                                                       	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_validation_batch_end                                                                                                                       	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_batch_end  	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_validation_batch_end                                                                                                         	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_validation_epoch_end                                                                                	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_validation_epoch_end                                                                                                                    	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_validation_epoch_end                                                                                                                       	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_epoch_end  	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_validation_epoch_end                                                                                                         	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_validation_end                                                                                      	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_validation_end                                                                                                                             	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_validation_end                                                                                                               	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Strategy]SingleDeviceStrategy.on_validation_end                                                                                                                     	|  0.0            	|  107            	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_sanity_check_end                                                                                    	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_sanity_check_end                                                                                                                        	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_sanity_check_end                                                                                                                           	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_sanity_check_end      	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.train_dataloader                                                                                                                	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_train_start                                                                                         	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_train_start                                                                                                                             	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_train_start                                                                                                                                	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_start           	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_train_start                                                                                                                  	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Strategy]SingleDeviceStrategy.on_train_start                                                                                                                        	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_train_epoch_start                                                                                   	|  0.0            	|  106            	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_train_epoch_start                                                                                                                          	|  0.0            	|  106            	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_epoch_start     	|  0.0            	|  106            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_train_epoch_start                                                                                                            	|  0.0            	|  106            	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_train_batch_start                                                                                                                       	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_train_batch_start                                                                                                                          	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start     	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_train_batch_start                                                                                                            	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Strategy]SingleDeviceStrategy.on_train_batch_start                                                                                                                  	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_before_zero_grad                                                                                                                        	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_before_zero_grad                                                                                                                           	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_before_zero_grad                                                                                                             	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_before_backward                                                                                                                         	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_before_backward                                                                                                                            	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_before_backward                                                                                                              	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_after_backward                                                                                      	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_after_backward                                                                                                                          	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_after_backward                                                                                                                             	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_after_backward        	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_before_optimizer_step                                                                               	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_before_optimizer_step                                                                                                                      	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_before_optimizer_step 	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_before_optimizer_step                                                                                                        	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_train_batch_end                                                                                                                            	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_train_batch_end                                                                                                              	|  0.0            	|  6466           	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_train_epoch_end                                                                                                                            	|  0.0            	|  106            	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_train_epoch_end                                                                                                              	|  0.0            	|  106            	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_save_checkpoint                                                                                     	|  0.0            	|  46             	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_save_checkpoint                                                                                                                         	|  0.0            	|  46             	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_save_checkpoint                                                                                                                            	|  0.0            	|  46             	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_save_checkpoint       	|  0.0            	|  46             	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_save_checkpoint                                                                                                              	|  0.0            	|  46             	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_train_end                                                                                           	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_train_end                                                                                                                               	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_train_end                                                                                                                                  	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_end             	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_train_end                                                                                                                    	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Strategy]SingleDeviceStrategy.on_train_end                                                                                                                          	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.on_fit_end                                                                                             	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.on_fit_end                                                                                                                                 	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.on_fit_end                                                                                                                                    	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_fit_end               	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.on_fit_end                                                                                                                      	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]EarlyStopping{'monitor': 'val_loss', 'mode': 'min'}.teardown                                                                                               	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]TQDMProgressBar.teardown                                                                                                                                   	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelSummary.teardown                                                                                                                                      	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [Callback]ModelCheckpoint{'monitor': 'val_RMSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.teardown                 	|  0.0            	|  1              	|  0.0            	|  0.0            	|
|  [LightningModule]RevINCNNTransformer.teardown                                                                                                                        	|  0.0            	|  1              	|  0.0            	|  0.0            	|
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
